X1,X2,X3,y
-0.50183952461055,0.0987376988617538,3.6399505568430186,3.833736787416872
1.8028572256396647,1.9993422726943515,5.464507394322007,14.81851073808024
0.9279757672456204,0.9875784407613999,5.586144946597362,6.28619425149166
0.3946339367881464,1.5977219471941138,3.571297163947264,4.010014432501056
-1.375925438230254,2.8512041671306063,8.731549022289514,11.251391457020427
-1.3760219186551894,0.7831746356911288,5.947665841823575,9.711372675898724
-1.7676655513272022,1.2892559761674398,2.617393005594703,12.825787948405429
1.4647045830997407,2.3736339062582457,6.313107217267659,11.36928588716425
0.4044600469728352,0.7187906358633028,3.050636659545357,2.8695668489978785
0.832290311184182,0.24183951919214078,6.574169207484904,5.814421448171941
-1.9176620228167902,0.9102810358408625,7.317191158014808,14.649597196359238
1.8796394086479773,0.50649161163947,3.358635363296579,12.736481424728185
1.329770563201687,2.920731314659105,6.926752258488643,9.080101546800151
-1.1506435572868954,2.5387850476557676,5.825561853872997,7.394746047896351
-1.2727001311715975,1.9898965882093245,6.64412031998898,10.824473580592704
-1.2663819605862647,2.7377741880267594,8.793585965307894,9.27875717288933
-0.7830310281618491,2.5248102926815092,4.509223767994259,5.030829194108462
0.09902572652895136,0.5861271263761852,3.492527671285021,2.947329868334452
-0.27221992543153695,2.8040567925515774,3.2209711407489534,3.2157592853652446
-0.8350834392078323,1.6943936249728573,3.3683794300691234,5.043094835837284
0.4474115788895179,2.5366480596768217,4.845796581171792,4.742444536962846
-1.4420245573918327,2.815153844785374,5.682303949633288,9.725916863856645
-0.8314214058591274,0.9990373807876332,5.553381598660038,6.041622115447525
-0.5345526268252332,0.3457383176095677,6.654366498072047,5.093257313876085
-0.17572006313185629,0.7160794321365593,5.026003783755814,4.01802857441675
1.1407038455720544,1.341798691039229,7.907068154314634,9.504830273181238
-1.201304871366561,2.5698691791500785,4.470686333524088,7.681808873915056
0.05693775365444642,2.7040648770781863,10.440338333179238,5.8846409263019535
0.36965827544816987,0.02184076220358602,6.251334695530012,3.6360457938838353
-1.814198349120009,1.6045599736184837,3.285684887167435,13.84671485513953
0.43017940760575346,1.3113353410197501,2.8582150038777754,4.710335693828693
-1.3179035052508339,0.6977722656797603,5.96494483048637,8.859198063078388
-1.739793628058882,0.3765681574353399,4.553074429348298,13.159162027865934
1.795542149013333,1.0606493422220964,6.428000988184184,13.65521690836977
1.8625281322982374,2.962238198810097,5.94647524914709,13.661167049009148
1.2335893924658445,1.0153719568550859,4.854342174686255,8.985911547899637
-0.7815449233065173,1.6298288060202402,3.30641256386319,5.622655795522079
-1.6093115439744645,2.2085991965994354,1.9703055506282707,10.050265826022764
0.7369321060486276,1.1423760874625675,4.106970095865957,5.397877052072188
-0.2393900250415948,3.0529434519663585,6.712797588646945,3.4588873518093712
-1.5118470606208847,3.0236173512575055,5.4281874882604075,9.511859621699621
-0.01929235955491926,0.790997410868936,2.508522442576024,3.1022887390687135
-1.8624459155391264,1.5621522531200192,5.346361851702364,15.257728314214388
1.6372816083151283,0.9452370877448774,5.770634759457674,12.202207343810457
-0.9648800735999323,0.894852804581137,3.2322851275977342,6.419157169234727
0.6500891374159279,0.11588376282235369,5.307450211891056,4.306471663836374
-0.7531556956423562,1.915002833521599,5.116417436892,6.549057309703857
0.08027208471124325,1.5792127264894842,2.714059404338754,3.6911041105171725
0.1868411173731186,0.16172526674294294,5.715574720696567,2.8700610624312524
-1.2605821778978918,0.8753936849945095,6.121569052736469,9.083487875159381
1.8783385110582342,2.853401434859064,7.166102486350554,15.109601741516663
1.1005312934444582,0.7526058757994418,7.1076041040698055,8.85958083594046
1.7579957662567565,0.4552006657046192,2.244661264085818,11.262812287868758
1.5793094017105953,1.5376611959672382,3.124349920169754,11.102395374290513
0.39159991524434057,3.0965122256413067,6.0300705344173195,4.204049516803011
1.6874969400924673,0.7604390627432125,6.027571901824418,12.639417279326192
-1.646029991792322,2.111576097946862,6.030095372612096,13.131455602986733
-1.2160685503234192,2.392698588346583,12.705462981309442,12.049761608062354
-1.8190908443578477,0.7465603624236441,6.141781021386334,14.247560385543073
-0.6986786769469426,2.2877591310230017,7.271131280361198,7.157019624764219
-0.44529084124207197,1.1554247878650459,6.908003526986405,6.291494651031335
